index,Place Name,Place ID,Place Sequence,Boardings,Alightings,Load,time,day,line,direction,per,level,ppsm,label
3767,Massachusetts Avenue,B.70013,7,16,19.3,202,9am-10am,Tuesday,Orange Line,Northbound,34,Not crowded,0.6594259115593483,9-10am
3768,Back Bay,B.70015,8,30,39,173,9am-10am,Tuesday,Orange Line,Northbound,29,Not crowded,0.5624515128006206,9-10am
3769,Tufts Medical Center,B.70017,9,15,19.5,169,9am-10am,Tuesday,Orange Line,Northbound,28,Not crowded,0.5430566330488751,9-10am
3770,Chinatown,B.70019,10,9,11.1,185,9am-10am,Tuesday,Orange Line,Northbound,31,Not crowded,0.6012412723041117,9-10am
3771,Downtown Crossing,B.70021,11,31,59,139,9am-10am,Tuesday,Orange Line,Northbound,23,Plenty of room,0.4460822342901474,9-10am
3772,State,B.70023,12,15,43.8,98,9am-10am,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,9-10am
3773,Haymarket,B.70025,13,6,17.4,86,9am-10am,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,9-10am
3774,North Station,B.70027,14,13,23.8,85,9am-10am,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,9-10am
3775,Community College,B.70029,15,2,25,61,9am-10am,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,9-10am
3776,Sullivan Square,B.70031,16,4,14.7,45,9am-10am,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,9-10am
3777,Assembly,B.70279,17,1,14.6,36,9am-10am,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,9-10am
3778,Wellington,B.70033,18,1,12.4,24,9am-10am,Tuesday,Orange Line,Northbound,4,Plenty of room,0.07757951900698215,9-10am
3779,Malden Center,B.70035,19,0,14.7,6,9am-10am,Tuesday,Orange Line,Northbound,1,Plenty of room,0.01939487975174553,9-10am
3780,Oak Grove,B.Oak Grove-01,20,0,5.5,0,9am-10am,Tuesday,Orange Line,Northbound,0,Plenty of room,0,9-10am
3781,Forest Hills,B.Forest Hills-01,1,47,0,47,10am-11am,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,10-11am
3782,Green Street,B.70003,2,11,1.1,57,10am-11am,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,10-11am
3783,Stony Brook,B.70005,3,16,0.9,73,10am-11am,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,10-11am
3784,Jackson Square,B.70007,4,18,2.2,95,10am-11am,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,10-11am
3785,Roxbury Crossing,B.70009,5,12,4.2,95,10am-11am,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,10-11am
3786,Ruggles,B.70011,6,15,7.5,103,10am-11am,Tuesday,Orange Line,Northbound,17,Plenty of room,0.32971295577967413,10-11am
3787,Massachusetts Avenue,B.70013,7,11,9.2,96,10am-11am,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,10-11am
3788,Back Bay,B.70015,8,16,18,94,10am-11am,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,10-11am
3789,Tufts Medical Center,B.70017,9,12,9.9,114,10am-11am,Tuesday,Orange Line,Northbound,19,Plenty of room,0.3685027152831653,10-11am
3790,Chinatown,B.70019,10,10,6.5,108,10am-11am,Tuesday,Orange Line,Northbound,18,Plenty of room,0.34910783553141966,10-11am
3791,Downtown Crossing,B.70021,11,23,37.2,93,10am-11am,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,10-11am
3792,State,B.70023,12,14,29.4,78,10am-11am,Tuesday,Orange Line,Northbound,13,Plenty of room,0.252133436772692,10-11am
3793,Haymarket,B.70025,13,5,14.8,76,10am-11am,Tuesday,Orange Line,Northbound,13,Plenty of room,0.252133436772692,10-11am
3794,North Station,B.70027,14,13,15.1,67,10am-11am,Tuesday,Orange Line,Northbound,11,Plenty of room,0.21334367726920092,10-11am
3795,Community College,B.70029,15,3,13,63,10am-11am,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,10-11am
3796,Sullivan Square,B.70031,16,3,13.7,53,10am-11am,Tuesday,Orange Line,Northbound,9,Plenty of room,0.17455391776570983,10-11am
3797,Assembly,B.70279,17,1,12.4,48,10am-11am,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,10-11am
3798,Wellington,B.70033,18,1,12.7,36,10am-11am,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,10-11am
3799,Malden Center,B.70035,19,0,24.3,12,10am-11am,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,10-11am
3800,Oak Grove,B.Oak Grove-01,20,0,11.8,0,10am-11am,Tuesday,Orange Line,Northbound,0,Plenty of room,0,10-11am
3801,Forest Hills,B.Forest Hills-01,1,45,0,45,11am-12pm,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,11-12pm
3802,Green Street,B.70003,2,11,0.8,56,11am-12pm,Tuesday,Orange Line,Northbound,9,Plenty of room,0.17455391776570983,11-12pm
3803,Stony Brook,B.70005,3,14,0.5,69,11am-12pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,11-12pm
3804,Jackson Square,B.70007,4,12,1.8,72,11am-12pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,11-12pm
3805,Roxbury Crossing,B.70009,5,18,2.6,95,11am-12pm,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,11-12pm
3806,Ruggles,B.70011,6,17,9.4,113,11am-12pm,Tuesday,Orange Line,Northbound,19,Plenty of room,0.3685027152831653,11-12pm
3807,Massachusetts Avenue,B.70013,7,13,9.9,116,11am-12pm,Tuesday,Orange Line,Northbound,19,Plenty of room,0.3685027152831653,11-12pm
3808,Back Bay,B.70015,8,23,22.4,131,11am-12pm,Tuesday,Orange Line,Northbound,22,Plenty of room,0.42668735453840184,11-12pm
3809,Tufts Medical Center,B.70017,9,18,9.2,114,11am-12pm,Tuesday,Orange Line,Northbound,19,Plenty of room,0.3685027152831653,11-12pm
3810,Chinatown,B.70019,10,13,8.9,118,11am-12pm,Tuesday,Orange Line,Northbound,20,Plenty of room,0.3878975950349108,11-12pm
3811,Downtown Crossing,B.70021,11,26,43.6,114,11am-12pm,Tuesday,Orange Line,Northbound,19,Plenty of room,0.3685027152831653,11-12pm
3812,State,B.70023,12,15,34,95,11am-12pm,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,11-12pm
3813,Haymarket,B.70025,13,5,13.9,77,11am-12pm,Tuesday,Orange Line,Northbound,13,Plenty of room,0.252133436772692,11-12pm
3814,North Station,B.70027,14,15,16.1,84,11am-12pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,11-12pm
3815,Community College,B.70029,15,4,13.9,65,11am-12pm,Tuesday,Orange Line,Northbound,11,Plenty of room,0.21334367726920092,11-12pm
3816,Sullivan Square,B.70031,16,4,12,58,11am-12pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,11-12pm
3817,Assembly,B.70279,17,1,9.1,40,11am-12pm,Tuesday,Orange Line,Northbound,7,Plenty of room,0.13576415826221877,11-12pm
3818,Wellington,B.70033,18,1,10.6,34,11am-12pm,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,11-12pm
3819,Malden Center,B.70035,19,1,24.1,13,11am-12pm,Tuesday,Orange Line,Northbound,2,Plenty of room,0.03878975950349107,11-12pm
3820,Oak Grove,B.Oak Grove-01,20,0,11.2,0,11am-12pm,Tuesday,Orange Line,Northbound,0,Plenty of room,0,11-12pm
3821,Forest Hills,B.Forest Hills-01,1,36,0,36,12pm-1pm,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,12-1pm
3822,Green Street,B.70003,2,7,0.5,42,12pm-1pm,Tuesday,Orange Line,Northbound,7,Plenty of room,0.13576415826221877,12-1pm
3823,Stony Brook,B.70005,3,8,0.5,49,12pm-1pm,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,12-1pm
3824,Jackson Square,B.70007,4,10,1.3,58,12pm-1pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,12-1pm
3825,Roxbury Crossing,B.70009,5,13,2.6,64,12pm-1pm,Tuesday,Orange Line,Northbound,11,Plenty of room,0.21334367726920092,12-1pm
3826,Ruggles,B.70011,6,12,5.2,71,12pm-1pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,12-1pm
3827,Massachusetts Avenue,B.70013,7,12,6.8,82,12pm-1pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,12-1pm
3828,Back Bay,B.70015,8,24,12.3,87,12pm-1pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,12-1pm
3829,Tufts Medical Center,B.70017,9,16,7.7,95,12pm-1pm,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,12-1pm
3830,Chinatown,B.70019,10,11,5.7,108,12pm-1pm,Tuesday,Orange Line,Northbound,18,Plenty of room,0.34910783553141966,12-1pm
3831,Downtown Crossing,B.70021,11,28,30.9,96,12pm-1pm,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,12-1pm
3832,State,B.70023,12,15,25.9,86,12pm-1pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,12-1pm
3833,Haymarket,B.70025,13,6,10.1,81,12pm-1pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,12-1pm
3834,North Station,B.70027,14,16,14.6,82,12pm-1pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,12-1pm
3835,Community College,B.70029,15,4,11.1,75,12pm-1pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,12-1pm
3836,Sullivan Square,B.70031,16,3,16,68,12pm-1pm,Tuesday,Orange Line,Northbound,11,Plenty of room,0.21334367726920092,12-1pm
3837,Assembly,B.70279,17,1,14.1,61,12pm-1pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,12-1pm
3838,Wellington,B.70033,18,1,14.4,43,12pm-1pm,Tuesday,Orange Line,Northbound,7,Plenty of room,0.13576415826221877,12-1pm
3839,Malden Center,B.70035,19,1,26.9,17,12pm-1pm,Tuesday,Orange Line,Northbound,3,Plenty of room,0.05818463925523661,12-1pm
3840,Oak Grove,B.Oak Grove-01,20,0,18.2,0,12pm-1pm,Tuesday,Orange Line,Northbound,0,Plenty of room,0,12-1pm
3841,Forest Hills,B.Forest Hills-01,1,38,0,38,1pm-2pm,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,1-2pm
3842,Green Street,B.70003,2,9,0.5,46,1pm-2pm,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,1-2pm
3843,Stony Brook,B.70005,3,12,0.8,57,1pm-2pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,1-2pm
3844,Jackson Square,B.70007,4,10,2.2,70,1pm-2pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,1-2pm
3845,Roxbury Crossing,B.70009,5,17,2.8,85,1pm-2pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,1-2pm
3846,Ruggles,B.70011,6,16,6.6,88,1pm-2pm,Tuesday,Orange Line,Northbound,15,Plenty of room,0.29092319627618307,1-2pm
3847,Massachusetts Avenue,B.70013,7,13,7.8,93,1pm-2pm,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,1-2pm
3848,Back Bay,B.70015,8,28,14,107,1pm-2pm,Tuesday,Orange Line,Northbound,18,Plenty of room,0.34910783553141966,1-2pm
3849,Tufts Medical Center,B.70017,9,19,9.7,126,1pm-2pm,Tuesday,Orange Line,Northbound,21,Plenty of room,0.4072924747866563,1-2pm
3850,Chinatown,B.70019,10,21,7.1,130,1pm-2pm,Tuesday,Orange Line,Northbound,22,Plenty of room,0.42668735453840184,1-2pm
3851,Downtown Crossing,B.70021,11,39,38.1,142,1pm-2pm,Tuesday,Orange Line,Northbound,24,Plenty of room,0.4654771140418929,1-2pm
3852,State,B.70023,12,22,37.9,126,1pm-2pm,Tuesday,Orange Line,Northbound,21,Plenty of room,0.4072924747866563,1-2pm
3853,Haymarket,B.70025,13,7,17.7,128,1pm-2pm,Tuesday,Orange Line,Northbound,21,Plenty of room,0.4072924747866563,1-2pm
3854,North Station,B.70027,14,16,21.9,111,1pm-2pm,Tuesday,Orange Line,Northbound,18,Plenty of room,0.34910783553141966,1-2pm
3855,Community College,B.70029,15,6,15.4,101,1pm-2pm,Tuesday,Orange Line,Northbound,17,Plenty of room,0.32971295577967413,1-2pm
3856,Sullivan Square,B.70031,16,3,23.1,81,1pm-2pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,1-2pm
3857,Assembly,B.70279,17,3,14.4,70,1pm-2pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,1-2pm
3858,Wellington,B.70033,18,1,18.1,53,1pm-2pm,Tuesday,Orange Line,Northbound,9,Plenty of room,0.17455391776570983,1-2pm
3859,Malden Center,B.70035,19,0,32.7,21,1pm-2pm,Tuesday,Orange Line,Northbound,4,Plenty of room,0.07757951900698215,1-2pm
3860,Oak Grove,B.Oak Grove-01,20,0,19,0,1pm-2pm,Tuesday,Orange Line,Northbound,0,Plenty of room,0,1-2pm
3861,Forest Hills,B.Forest Hills-01,1,44,0,44,2pm-3pm,Tuesday,Orange Line,Northbound,7,Plenty of room,0.13576415826221877,2-3pm
3862,Green Street,B.70003,2,19,0.9,62,2pm-3pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,2-3pm
3863,Stony Brook,B.70005,3,10,1.6,76,2pm-3pm,Tuesday,Orange Line,Northbound,13,Plenty of room,0.252133436772692,2-3pm
3864,Jackson Square,B.70007,4,12,4.6,84,2pm-3pm,Tuesday,Orange Line,Northbound,14,Plenty of room,0.27152831652443754,2-3pm
3865,Roxbury Crossing,B.70009,5,50,5.5,129,2pm-3pm,Tuesday,Orange Line,Northbound,22,Plenty of room,0.42668735453840184,2-3pm
3866,Ruggles,B.70011,6,47,10.3,166,2pm-3pm,Tuesday,Orange Line,Northbound,28,Not crowded,0.5430566330488751,2-3pm
3867,Massachusetts Avenue,B.70013,7,15,11.1,156,2pm-3pm,Tuesday,Orange Line,Northbound,26,Not crowded,0.504266873545384,2-3pm
3868,Back Bay,B.70015,8,38,25.7,182,2pm-3pm,Tuesday,Orange Line,Northbound,30,Not crowded,0.5818463925523661,2-3pm
3869,Tufts Medical Center,B.70017,9,25,14.9,192,2pm-3pm,Tuesday,Orange Line,Northbound,32,Not crowded,0.6206361520558572,2-3pm
3870,Chinatown,B.70019,10,26,10.7,207,2pm-3pm,Tuesday,Orange Line,Northbound,34,Not crowded,0.6594259115593483,2-3pm
3871,Downtown Crossing,B.70021,11,53,59.2,201,2pm-3pm,Tuesday,Orange Line,Northbound,34,Not crowded,0.6594259115593483,2-3pm
3872,State,B.70023,12,34,63.8,171,2pm-3pm,Tuesday,Orange Line,Northbound,28,Not crowded,0.5430566330488751,2-3pm
3873,Haymarket,B.70025,13,10,19.1,161,2pm-3pm,Tuesday,Orange Line,Northbound,27,Not crowded,0.5236617532971295,2-3pm
3874,North Station,B.70027,14,24,27.1,158,2pm-3pm,Tuesday,Orange Line,Northbound,26,Not crowded,0.504266873545384,2-3pm
3875,Community College,B.70029,15,5,18.8,160,2pm-3pm,Tuesday,Orange Line,Northbound,27,Not crowded,0.5236617532971295,2-3pm
3876,Sullivan Square,B.70031,16,4,29,120,2pm-3pm,Tuesday,Orange Line,Northbound,20,Plenty of room,0.3878975950349108,2-3pm
3877,Assembly,B.70279,17,3,16.6,96,2pm-3pm,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,2-3pm
3878,Wellington,B.70033,18,1,24.1,73,2pm-3pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,2-3pm
3879,Malden Center,B.70035,19,0,40.8,27,2pm-3pm,Tuesday,Orange Line,Northbound,4,Plenty of room,0.07757951900698215,2-3pm
3880,Oak Grove,B.Oak Grove-01,20,0,29.6,0,2pm-3pm,Tuesday,Orange Line,Northbound,0,Plenty of room,0,2-3pm
3881,Forest Hills,B.Forest Hills-01,1,44,0,44,3pm-4pm,Tuesday,Orange Line,Northbound,7,Plenty of room,0.13576415826221877,3-4pm
3882,Green Street,B.70003,2,9,1.1,52,3pm-4pm,Tuesday,Orange Line,Northbound,9,Plenty of room,0.17455391776570983,3-4pm
3883,Stony Brook,B.70005,3,11,1,57,3pm-4pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,3-4pm
3884,Jackson Square,B.70007,4,9,1.5,59,3pm-4pm,Tuesday,Orange Line,Northbound,10,Plenty of room,0.1939487975174554,3-4pm
3885,Roxbury Crossing,B.70009,5,18,4.1,79,3pm-4pm,Tuesday,Orange Line,Northbound,13,Plenty of room,0.252133436772692,3-4pm
3886,Ruggles,B.70011,6,29,6.1,101,3pm-4pm,Tuesday,Orange Line,Northbound,17,Plenty of room,0.32971295577967413,3-4pm
3887,Massachusetts Avenue,B.70013,7,19,9.9,123,3pm-4pm,Tuesday,Orange Line,Northbound,20,Plenty of room,0.3878975950349108,3-4pm
3888,Back Bay,B.70015,8,42,18.9,133,3pm-4pm,Tuesday,Orange Line,Northbound,22,Plenty of room,0.42668735453840184,3-4pm
3889,Tufts Medical Center,B.70017,9,39,7.1,164,3pm-4pm,Tuesday,Orange Line,Northbound,27,Not crowded,0.5236617532971295,3-4pm
3890,Chinatown,B.70019,10,23,7.7,180,3pm-4pm,Tuesday,Orange Line,Northbound,30,Not crowded,0.5818463925523661,3-4pm
3891,Downtown Crossing,B.70021,11,48,43.2,184,3pm-4pm,Tuesday,Orange Line,Northbound,31,Not crowded,0.6012412723041117,3-4pm
3892,State,B.70023,12,26,50,160,3pm-4pm,Tuesday,Orange Line,Northbound,27,Not crowded,0.5236617532971295,3-4pm
3893,Haymarket,B.70025,13,7,17.1,134,3pm-4pm,Tuesday,Orange Line,Northbound,22,Plenty of room,0.42668735453840184,3-4pm
3894,North Station,B.70027,14,30,25.6,138,3pm-4pm,Tuesday,Orange Line,Northbound,23,Plenty of room,0.4460822342901474,3-4pm
3895,Community College,B.70029,15,4,11.9,130,3pm-4pm,Tuesday,Orange Line,Northbound,22,Plenty of room,0.42668735453840184,3-4pm
3896,Sullivan Square,B.70031,16,7,27.2,125,3pm-4pm,Tuesday,Orange Line,Northbound,21,Plenty of room,0.4072924747866563,3-4pm
3897,Assembly,B.70279,17,2,14.8,112,3pm-4pm,Tuesday,Orange Line,Northbound,19,Plenty of room,0.3685027152831653,3-4pm
3898,Wellington,B.70033,18,1,29.4,98,3pm-4pm,Tuesday,Orange Line,Northbound,16,Plenty of room,0.3103180760279286,3-4pm
3899,Malden Center,B.70035,19,0,64.3,34,3pm-4pm,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,3-4pm
3900,Oak Grove,B.Oak Grove-01,20,0,34.3,0,3pm-4pm,Tuesday,Orange Line,Northbound,0,Plenty of room,0,3-4pm
3901,Forest Hills,B.Forest Hills-01,1,75,0,75,4pm-5pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,4-5pm
3902,Green Street,B.70003,2,18,2,91,4pm-5pm,Tuesday,Orange Line,Northbound,15,Plenty of room,0.29092319627618307,4-5pm
3903,Stony Brook,B.70005,3,21,2.3,102,4pm-5pm,Tuesday,Orange Line,Northbound,17,Plenty of room,0.32971295577967413,4-5pm
3904,Jackson Square,B.70007,4,20,3.9,111,4pm-5pm,Tuesday,Orange Line,Northbound,18,Plenty of room,0.34910783553141966,4-5pm
3905,Roxbury Crossing,B.70009,5,26,6.9,150,4pm-5pm,Tuesday,Orange Line,Northbound,25,Plenty of room,0.4848719937936384,4-5pm
3906,Ruggles,B.70011,6,73,15.3,208,4pm-5pm,Tuesday,Orange Line,Northbound,35,Not crowded,0.6788207913110939,4-5pm
3907,Massachusetts Avenue,B.70013,7,37,13.5,214,4pm-5pm,Tuesday,Orange Line,Northbound,36,Not crowded,0.6982156710628393,4-5pm
3908,Back Bay,B.70015,8,108,31.4,291,4pm-5pm,Tuesday,Orange Line,Northbound,48,Not crowded,0.9309542280837858,4-5pm
3909,Tufts Medical Center,B.70017,9,74,14.7,350,4pm-5pm,Tuesday,Orange Line,Northbound,58,Moderately crowded,1.1249030256012411,4-5pm
3910,Chinatown,B.70019,10,42,15.6,409,4pm-5pm,Tuesday,Orange Line,Northbound,68,Moderately crowded,1.3188518231186963,4-5pm
3911,Downtown Crossing,B.70021,11,80,83.4,371,4pm-5pm,Tuesday,Orange Line,Northbound,62,Moderately crowded,1.2024825446082237,4-5pm
3912,State,B.70023,12,75,87,393,4pm-5pm,Tuesday,Orange Line,Northbound,66,Moderately crowded,1.2800620636152056,4-5pm
3913,Haymarket,B.70025,13,17,30.4,379,4pm-5pm,Tuesday,Orange Line,Northbound,63,Moderately crowded,1.2218774243599688,4-5pm
3914,North Station,B.70027,14,71,62.4,388,4pm-5pm,Tuesday,Orange Line,Northbound,65,Moderately crowded,1.26066718386346,4-5pm
3915,Community College,B.70029,15,12,30,370,4pm-5pm,Tuesday,Orange Line,Northbound,62,Moderately crowded,1.2024825446082237,4-5pm
3916,Sullivan Square,B.70031,16,12,61.7,320,4pm-5pm,Tuesday,Orange Line,Northbound,53,Moderately crowded,1.0279286268425136,4-5pm
3917,Assembly,B.70279,17,6,39.8,318,4pm-5pm,Tuesday,Orange Line,Northbound,53,Moderately crowded,1.0279286268425136,4-5pm
3918,Wellington,B.70033,18,2,74.1,247,4pm-5pm,Tuesday,Orange Line,Northbound,41,Not crowded,0.795190069821567,4-5pm
3919,Malden Center,B.70035,19,1,123.7,101,4pm-5pm,Tuesday,Orange Line,Northbound,17,Plenty of room,0.32971295577967413,4-5pm
3920,Oak Grove,B.Oak Grove-01,20,0,101.4,0,4pm-5pm,Tuesday,Orange Line,Northbound,0,Plenty of room,0,4-5pm
3921,Forest Hills,B.Forest Hills-01,1,37,0,37,5pm-6pm,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,5-6pm
3922,Green Street,B.70003,2,11,0.7,48,5pm-6pm,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,5-6pm
3923,Stony Brook,B.70005,3,14,1.9,64,5pm-6pm,Tuesday,Orange Line,Northbound,11,Plenty of room,0.21334367726920092,5-6pm
3924,Jackson Square,B.70007,4,13,2.2,75,5pm-6pm,Tuesday,Orange Line,Northbound,12,Plenty of room,0.23273855702094645,5-6pm
3925,Roxbury Crossing,B.70009,5,19,2.4,80,5pm-6pm,Tuesday,Orange Line,Northbound,13,Plenty of room,0.252133436772692,5-6pm
3926,Ruggles,B.70011,6,40,7.2,113,5pm-6pm,Tuesday,Orange Line,Northbound,19,Plenty of room,0.3685027152831653,5-6pm
3927,Massachusetts Avenue,B.70013,7,28,8.9,153,5pm-6pm,Tuesday,Orange Line,Northbound,26,Not crowded,0.504266873545384,5-6pm
3928,Back Bay,B.70015,8,121,20.8,253,5pm-6pm,Tuesday,Orange Line,Northbound,42,Not crowded,0.8145849495733126,5-6pm
3929,Tufts Medical Center,B.70017,9,45,6.6,271,5pm-6pm,Tuesday,Orange Line,Northbound,45,Not crowded,0.8727695888285493,5-6pm
3930,Chinatown,B.70019,10,35,11.5,294,5pm-6pm,Tuesday,Orange Line,Northbound,49,Not crowded,0.9503491078355314,5-6pm
3931,Downtown Crossing,B.70021,11,89,55.9,327,5pm-6pm,Tuesday,Orange Line,Northbound,54,Moderately crowded,1.047323506594259,5-6pm
3932,State,B.70023,12,78,53.5,352,5pm-6pm,Tuesday,Orange Line,Northbound,59,Moderately crowded,1.1442979053529867,5-6pm
3933,Haymarket,B.70025,13,13,23,341,5pm-6pm,Tuesday,Orange Line,Northbound,57,Moderately crowded,1.1055081458494955,5-6pm
3934,North Station,B.70027,14,67,49.8,358,5pm-6pm,Tuesday,Orange Line,Northbound,60,Moderately crowded,1.1636927851047325,5-6pm
3935,Community College,B.70029,15,13,23.5,347,5pm-6pm,Tuesday,Orange Line,Northbound,58,Moderately crowded,1.1249030256012411,5-6pm
3936,Sullivan Square,B.70031,16,10,47.4,310,5pm-6pm,Tuesday,Orange Line,Northbound,52,Moderately crowded,1.008533747090768,5-6pm
3937,Assembly,B.70279,17,5,38.8,277,5pm-6pm,Tuesday,Orange Line,Northbound,46,Not crowded,0.8921644685802947,5-6pm
3938,Wellington,B.70033,18,1,61,217,5pm-6pm,Tuesday,Orange Line,Northbound,36,Not crowded,0.6982156710628393,5-6pm
3939,Malden Center,B.70035,19,1,117.6,100,5pm-6pm,Tuesday,Orange Line,Northbound,17,Plenty of room,0.32971295577967413,5-6pm
3940,Oak Grove,B.Oak Grove-01,20,0,100.2,0,5pm-6pm,Tuesday,Orange Line,Northbound,0,Plenty of room,0,5-6pm
3941,Forest Hills,B.Forest Hills-01,1,32,0,32,6pm-7pm,Tuesday,Orange Line,Northbound,5,Plenty of room,0.0969743987587277,6-7pm
3942,Green Street,B.70003,2,11,0.6,39,6pm-7pm,Tuesday,Orange Line,Northbound,6,Plenty of room,0.11636927851047324,6-7pm
3943,Stony Brook,B.70005,3,10,1.3,48,6pm-7pm,Tuesday,Orange Line,Northbound,8,Plenty of room,0.1551590380139643,6-7pm
3944,Jackson Square,B.70007,4,8,2.2,54,6pm-7pm,Tuesday,Orange Line,Northbound,9,Plenty of room,0.17455391776570983,6-7pm
3945,Roxbury Crossing,B.70009,5,14,2.6,65,6pm-7pm,Tuesday,Orange Line,Northbound,11,Plenty of room,0.21334367726920092,6-7pm
3946,Ruggles,B.70011,6,18,4.7,78,6pm-7pm,Tuesday,Orange Line,Northbound,13,Plenty of room,0.252133436772692,6-7pm
3947,Massachusetts Avenue,B.70013,7,14,6.1,79,6pm-7pm,Tuesday,Orange Line,Northbound,13,Plenty of room,0.252133436772692,6-7pm
3948,Back Bay,B.70015,8,70,11.6,137,6pm-7pm,Tuesday,Orange Line,Northbound,23,Plenty of room,0.4460822342901474,6-7pm
3949,Tufts Medical Center,B.70017,9,26,4.8,171,6pm-7pm,Tuesday,Orange Line,Northbound,28,Not crowded,0.5430566330488751,6-7pm
3950,Chinatown,B.70019,10,20,8.8,168,6pm-7pm,Tuesday,Orange Line,Northbound,28,Not crowded,0.5430566330488751,6-7pm
3951,Downtown Crossing,B.70021,11,67,39.5,211,6pm-7pm,Tuesday,Orange Line,Northbound,35,Not crowded,0.6788207913110939,6-7pm
3952,State,B.70023,12,36,33.1,197,6pm-7pm,Tuesday,Orange Line,Northbound,33,Not crowded,0.6400310318076028,6-7pm
3953,Haymarket,B.70025,13,8,16.7,207,6pm-7pm,Tuesday,Orange Line,Northbound,34,Not crowded,0.6594259115593483,6-7pm
3954,North Station,B.70027,14,41,36.9,211,6pm-7pm,Tuesday,Orange Line,Northbound,35,Not crowded,0.6788207913110939,6-7pm
3955,Community College,B.70029,15,6,14.2,186,6pm-7pm,Tuesday,Orange Line,Northbound,31,Not crowded,0.6012412723041117,6-7pm
3956,Sullivan Square,B.70031,16,5,25.8,151,6pm-7pm,Tuesday,Orange Line,Northbound,25,Plenty of room,0.4848719937936384,6-7pm
3957,Assembly,B.70279,17,4,22,133,6pm-7pm,Tuesday,Orange Line,Northbound,22,Plenty of room,0.42668735453840184,6-7pm
